pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
55203,,0,1,m^2,g-3,0,1,0.46,11.7808,12.241,,,14610,,,,,1,2.5,,,
53655,,0,,,,,,,,,,,,,,,,,,,,
68531,,0,0.52174,kg,g-1,30,0.96,521.74,136.36,658.1,,,,,,,,,,,,
76219,,0,12088.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
78610,,0,1002.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
53017,,0,14565,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
71404,,0,1604.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
55551,,0,14793.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75090,,0,1519.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
66714,,0,14582,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
58370,,0,1799.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
72289,,0,15635,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74761,,0,15635,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
76362,,0,18490,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76798,,0,18490,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
74125,3000,0,0.493,kg_kp,g-1,30,0.91,493,136.73,629.73,,,,,,,,,,,,
59605,3000,0,0.50269,kg_kp,g-1,30,0.93,502.69,136.07,638.76,,,,,,,,,,,,
56248,3000,0,0.45266,kg_kp,g-1,30,0.84,452.66,132.54,585.2,,,,,,,,,,,,
52607,3000,0,0.4799,kg_kp,g-1,30,0.89,479.9,136.99,616.89,,,,,,,,,,,,
74871,3000,0,0.44486,kg_kp,g-1,30,0.82,444.86,135.83,580.69,,,,,,,,,,,,
74456,3000,0,0.42972,kg_kp,g-1,30,0.79,429.72,136.05,565.77,,,,,,,,,,,,
66988,620.7,1,0.1644,kg_kp,g-2,26,1.47,164.4,26.4,190.8,620.7,100,,,,,,,,,,
61516,234.1,1,0.0886,kg_kp,g-2,26,0.79,88.6,26.6,115.2,234.10000000000002,100,,,,,,,,,,
56381,1468.1,0,0.9622,kg_kp,g-1,30,1.78,962.2,136.8,1099,1465.8000000000002,99.84,,,,,,,,,,
78382,194.5,1,0.0977,kg_kp,g-2,26,0.87,97.7,26.6,124.3,194.39999999999998,99.95,,,,,,,,,,
80456,223.1,1,0.1092,kg_kp,g-2,26,0.98,109.2,26.6,135.8,222.99999999999994,99.96,,,,,,,,,,
55864,956.6,0,0.8926,kg_kp,g-1,30,1.65,892.6,139.1,1031.7,935.9,97.84,,,,,,,,,,
79926,897.9,0,0.8478,kg_kp,g-1,30,1.57,847.8,133.1,980.9,857.8999999999999,95.55,,,,,,,,,,
59358,1442.5,0,1.0718,kg_kp,g-1,30,1.98,1071.8,132.7,1204.5,1424.9,98.78,,,,,,,,,,
68261,300.6,1,0.1031,kg_kp,g-2,26,0.92,103.1,26.5,129.6,226.7,75.42,,,,,,,,,,
51722,715,1,0.1809,kg_kp,g-2,26,1.62,180.9,26.5,207.4,714,99.86,,,,,,,,,,
65410,,0,0.02921,m^3,g-3,6,0.65,5.438,11.7828,17.221,,,29210,,,,,1,15,,,
60704,,0,,,,,,,,,,,,,,,,,,,,
56905,,0,11866,m^3,g-3,5,0.7,,,,,,,,,,,,,,,
65739,1124.8,0,0.8551,kg_kp,g-1,30,1.58,855.1,138.2,993.3,1087.1,96.65,,,,,,,,,,
59442,,0,,,,,,,,,,,,,,,,,,,,
80406,,0,,,,,,,,,,,2300,,,,,1,2.5,,,
50972,,0,,,,,,,,,,,1640,,,,,1,2.5,,,
55873,,0,,,,,,,,,,,1740,,,,,1,2.5,,,
76318,,0,,,,,,,,,,,2400,,,,,1,2.5,,,
71875,,0,,,,,,,,,,,1520,,,,,1,2.5,,,
80217,,0,,,,,,,,,,,1480,,,,,1,2.5,,,
74219,,0,,,,,,,,,,,2260,,,,,1,2.5,,,
80375,,0,20.82,kg,g-3,2,0.7,1.94,11.63,13.57,,,19940,,,,,10,3,,,
78969,1629.09,0,1.63918,kg_tp,g-2,10,0.45,19.41,26.61,46.02,457.09000000000015,28.06,,,19.269999999999982,457.09,4.22,,,,,
79732,1499.49,0,1.51258,kg_tp,g-2,5,0.59,12.6,26.49,39.09,387.99,25.87,,,12.5,387.99,3.22,,,,,
50378,1234.16,0,1.22792,kg_tp,g-2,8,0.41,14.1,26.61,40.71,337.46000000000004,27.34,,,14.180000000000007,337.46,4.2,,,,,
54844,1192.5,0,1.21836,kg_tp,g-2,5,0.47,10.15,26.5,36.65,245.29999999999995,20.57,,,9.939999999999998,245.3,4.05,,,,,
72942,1522.67,0,1.52707,kg_tp,g-2,8,0.47,16.32,26.51,42.83,380.27,24.97,,,16.269999999999982,380.27,4.28,,,,,
57874,1180.83,0,1.1948,kg_tp,g-2,5,0.43,9.23,26.51,35.74,238.13,20.17,,,9.110000000000014,238.13,3.83,,,,,
51438,1438.97,0,1.45706,kg_tp,g-2,8,0.46,15.81,26.6,42.41,343.97,23.9,,,15.620000000000005,343.97,4.54,,,,,
64433,,0,1.29,litra,g-2,4,0.32,5.57,26.45,32.02,,,1327.74,,5.009999999999991,82.64,6.06,,,,,
56369,,0,2.74898,litra,g-3,25,0.58,20.26,11.71,31.97,,,,4,29.47999999999999,,,,,,,
64289,1430.5,1,0.1927,kg_kp,g-2,26,1.72,192.7,26.6,219.3,1425.3000000000002,99.64,,,,,,,,,,
77935,1685.8,0,1.69264,kg_tp,g-2,8,0.49,16.89,26.57,43.46,480.70000000000005,28.51,,,16.819999999999993,480.7,3.5,,,,,
54698,1668.98,0,1.68532,kg_tp,g-2,8,0.44,15.31,26.56,41.87,487.58000000000015,29.21,,,15.170000000000016,487.58,3.11,,,,,
50840,2004.09,0,2.00717,kg_tp,g-2,10,0.47,20.24,26.58,46.82,526.19,26.26,,,20.200000000000017,526.19,3.84,,,,,
71116,1716.78,0,1.72163,kg_tp,g-2,9,0.46,17.79,26.46,44.25,429.48,25.02,,,17.74000000000001,429.48,4.13,,,,,
60590,1675.84,0,1.66703,kg_tp,g-2,8,0.52,17.9,26.57,44.47,467.34000000000015,27.89,,,17.97999999999999,467.34,3.85,,,,,
70385,2113.37,0,2.10669,kg_tp,g-2,12,0.47,24.48,26.61,51.09,560.6700000000001,26.53,,,24.580000000000013,560.67,4.38,,,,,
58618,1955.67,0,1.95232,kg_tp,g-2,10,0.46,19.82,26.45,46.27,551.5700000000002,28.2,,,19.830000000000013,551.57,3.6,,,,,
62742,,0,1.35,litra,g-2,4,0.38,6.49,26.49,32.98,,,1362.87,,6.329999999999984,66.12,9.57,,,,,
57015,,0,0.00898,kg_kp,g-3,12,0.54,8.98,11.75,20.73,,,,,,,,,,,,
77711,,0,0.02498,m^3,g-3,4,0.63,3.483,11.7767,15.26,,,24980,,,,,1,15,,,
75357,,0,,,,,,,,,,,,,,,,,,,,
69507,3000,0,0.42833,kg_kp,g-1,30,0.79,428.33,136.17,564.5,,,,,,,,,,,,
77642,3000,0,0.43,kg_kp,g-1,30,0.79,430,136.97,566.97,,,,,,,,,,,,
68413,3.5,0,0.41379,kg_kp,g-1,30,0.76,413.79,136.15,549.94,,,,,,,,,,,,
59059,3000,0,0.4625,kg_kp,g-1,30,0.85,462.5,136.24,598.74,,,,,,,,,,,,
70734,1178.2,1,0.1884,kg_kp,g-2,26,1.68,188.4,26.6,215,1066.1,90.49,,,,,,,,,,
64918,817.4,1,0.1802,kg_kp,g-2,26,1.61,180.2,26.6,206.8,811.8,99.31,,,,,,,,,,
62662,1337,1,0.2027,kg_kp,g-2,26,1.81,202.7,26.6,229.3,1333.6,99.75,,,,,,,,,,
68358,943.2,1,0.1935,kg_kp,g-2,26,1.73,193.5,26.6,220.1,915.1,97.02,,,,,,,,,,
79668,309.44,1,0.02142,kg_kp,g-3,25,0.62,21.42,11.02,32.44,43.150000000000006,13.94,,,,,,,,,,
53447,347.38,1,0.02523,kg_kp,g-3,25,0.73,25.23,11.79,37.02,58.16999999999999,16.75,,,,,,,,,,
70424,297.14,1,0.02164,kg_kp,g-3,25,0.62,21.64,11.79,33.43,51.41000000000001,17.3,,,,,,,,,,
80129,280.29,1,0.02162,kg_kp,g-3,25,0.62,21.62,11.65,33.27,52.39,18.69,,,,,,,,,,
78159,299.23,1,0.0248,kg_kp,g-3,25,0.72,24.8,11.78,36.58,60.56,20.24,,,,,,,,,,
69668,289.25,1,0.02638,kg_kp,g-3,25,0.76,26.38,11.8,38.18,59.41,20.54,,,,,,,,,,
63729,298.71,1,0.02222,kg_kp,g-3,25,0.64,22.22,11.79,34.01,59.670000000000016,19.98,,,,,,,,,,
59648,308.12,1,0.02456,kg_kp,g-3,25,0.71,24.56,11.67,36.23,59.5,19.31,,,,,,,,,,
57018,276.48,1,0.0218,kg_kp,g-3,25,0.63,21.8,11.67,33.47,49.25999999999999,17.82,,,,,,,,,,
56235,286.56,1,0.02028,kg_kp,g-3,25,0.59,20.28,11.8,32.08,49.18000000000001,17.16,,,,,,,,,,
60208,296.82,1,0.02355,kg_kp,g-3,25,0.68,23.55,11.67,35.22,56.43000000000001,19.01,,,,,,,,,,
51468,287.1,1,0.01946,kg_kp,g-3,25,0.56,19.46,11.77,31.23,50.31,17.52,,,,,,,,,,
57641,315.37,1,0.01933,kg_kp,g-3,25,0.56,19.33,11.77,31.1,56.34,17.86,,,,,,,,,,
52973,313.26,1,0.02144,kg_kp,g-3,25,0.62,21.44,11.66,33.1,60.99000000000001,19.47,,,,,,,,,,
72718,314.92,1,0.02552,kg_kp,g-3,25,0.74,25.52,11.78,37.3,66.53999999999999,21.13,,,,,,,,,,
66747,,0,12096,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50613,428.6,1,0.1679,kg_kp,g-2,26,1.5,167.9,26.5,194.4,428,99.86,,,,,,,,,,
72478,,0,12022.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68109,,0,1043.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
73211,,0,14367.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50261,,0,1550.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
73855,,0,14612.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76350,,0,1438.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
79434,,0,14881.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
56770,,0,1517.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
64728,,0,12096,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
72013,,0,18480,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
54186,,0,18480,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
66412,436.4,0,0.1837,kg_kp,g-2,26,1.64,183.7,26.7,210.4,434.1,99.47,,,,,,,,,,
58149,,0,15456,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
72213,,0,15456,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
74956,,0,18312,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77600,,0,18312,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
51626,,0,11577.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
67620,,0,996,m^3,g-7,0,1,,,,,,,,,,,,,,,
71689,,0,13974.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74716,,0,1563.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
77948,,0,14315.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
54173,,0,1468.5,m^3,g-7,0,1,,,,,,,,,,,,,,,
79129,,0,14382.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
60347,,0,1473.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
75669,,0,0.00725,kg,g-2,4,0.42,7.25,26.57,33.82,,,,,,,,,,,,
55200,,0,0.04065,m^3,g-2,7,0.81,24.49,26.47,50.96,,,40652,,,,,,,,,
60184,395.5,1,0.128,kg,g-2,26,1.14,128,27,155,366.5,92.67,,,,,,,,,,
54784,287.3,1,0.1072,kg,g-2,26,0.96,107.2,26.5,133.7,284.59999999999997,99.06,,,,,,,,,,
73490,,0,0.0439,kg,g-3,20,1.58,43.9,11.7,55.6,,,,,,,,,,,,
79643,,0,0.08659,kg_kp,g-2,26,0.77,86.59,26.39,112.98,220.22,,,,,,,,,,,
57798,,0,0.24439,kg,g-1,30,0.45,244.39,133.08,377.47,,,,,,,,,,,,
67913,,0,0.22974,kg,g-1,30,0.42,229.74,133.14,362.88,,,,,,,,,,,,
54547,,0,0.22081,kg,g-1,30,0.41,220.81,137.19,358,,,,,,,,,,,,
80353,,0,0.24155,kg,g-1,30,0.45,241.55,132.58,374.13,,,,,,,,,,,,
65416,,0,0.23647,kg,g-1,30,0.44,236.47,132.82,369.29,,,,,,,,,,,,
66958,,0,0.50551,kg,g-1,30,0.93,505.51,133.13,638.64,,,,,,,,,,,,
57607,,0,0.50488,kg,g-1,30,0.93,504.88,137.41,642.29,,,,,,,,,,,,
67966,,0,0.53023,kg,g-1,30,0.98,530.23,132.88,663.11,,,,,,,,,,,,
55430,609.5,1,0.1954,kg_kp,g-2,26,1.75,195.4,26.5,221.9,597.8,98.08,,,,,,,,,,
53925,489.8,1,0.1805,kg_kp,g-2,26,1.61,180.5,26.5,207,467.8,95.51,,,,,,,,,,
53342,,0,2.58658,litra,g-3,25,0.56,19.27,11.75,31.02,,,,4,29.79000000000002,,,,,,,
78268,,0,0.5,m^2,g-3,1,0.22,0.31,11.14,11.45,,,54630,,,,,1,2.5,,,
61632,,0,,,,,,,,,,,,,,,,,,,,
74483,,0,11894.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76287,,0,1045.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
76264,,0,14447.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
69103,,0,1534.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
66466,,0,14565.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75237,,0,1481.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
65350,,0,14867.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51259,,0,1429.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
71701,568.9,1,0.1679,kg_kp,g-2,26,1.5,167.9,26.6,194.5,551.9000000000001,97.01,,,,,,,,,,
62330,,0,0.0107,kg_kp,g-3,12,0.64,10.7,11.78,22.48,,,,,,,,,,,,
77138,454.2,1,0.1369,kg_kp,g-2,26,1.22,136.9,26.6,163.5,370.7,81.62,,,,,,,,,,
56605,357.3,1,0.1316,kg_kp,g-2,26,1.18,131.6,26.5,158.1,355.7,99.55,,,,,,,,,,
63299,2000,0,0.24209,kg_kp,g-1,30,0.45,242.09,133,375.09,,,,,,,,,,,,
65583,135,1,0.0868,kg_kp,g-2,26,0.78,86.8,26.6,113.4,135.00000000000006,100,,,,,,,,,,
57671,97.4,1,0.0601,kg_kp,g-2,26,0.54,60.1,26.5,86.6,97.39999999999998,100,,,,,,,,,,
72256,487.3,1,0.1561,kg_kp,g-2,26,1.4,156.1,26.5,182.6,475.30000000000007,97.54,,,,,,,,,,
76614,454.6,1,0.1437,kg_kp,g-2,26,1.29,143.7,26.6,170.3,400.20000000000005,88.03,,,,,,,,,,
55031,245.3,1,0.1228,kg_kp,g-2,26,1.1,122.8,26.6,149.4,245,99.88,,,,,,,,,,
56429,110.3,1,0.0795,kg_kp,g-2,26,0.71,79.5,26.6,106.1,110.29999999999998,100,,,,,,,,,,
67366,81.6,1,0.0569,kg_kp,g-2,26,0.51,56.9,26.5,83.4,81.59999999999997,100,,,,,,,,,,
56068,450.3,1,0.1646,kg_kp,g-2,26,1.47,164.6,26.6,191.2,433.09999999999997,96.18,,,,,,,,,,
58970,344.1,1,0.1293,kg_kp,g-2,26,1.16,129.3,26.6,155.9,342.59999999999997,99.56,,,,,,,,,,
76482,183.7,1,0.0772,kg_kp,g-2,26,0.69,77.2,26.6,103.8,180.40000000000003,98.2,,,,,,,,,,
63442,135.7,1,0.0592,kg_kp,g-2,26,0.53,59.2,26.6,85.8,133.00000000000006,98.01,,,,,,,,,,
68364,469.9,1,0.1381,kg_kp,g-2,26,1.24,138.1,26.5,164.6,408.59999999999997,86.95,,,,,,,,,,
70814,658.1,1,0.2019,kg_kp,g-2,26,1.81,201.9,26.6,228.5,627.3999999999999,95.34,,,,,,,,,,
74849,,0,2.98529,litra,g-3,25,0.64,22.33,11.72,34.05,,,,4,29.930000000000007,,,,,,,
59275,,0,4.00394,litra,g-2,15,0.47,30.51,26.51,57.02,,,,4,30.480000000000018,,,,,,,
55629,,0,3.02603,litra,g-3,25,0.64,22.09,11.84,33.93,,,,4,29.230000000000018,,,,,,,
64263,,0,3.04172,litra,g-3,25,0.65,22.6,11.75,34.35,,,,4,29.70999999999998,,,,,,,
64901,,0,2.94573,litra,g-3,25,0.63,21.71,11.85,33.56,,,,4,29.49000000000001,,,,,,,
79069,,0,2.89651,litra,g-3,25,0.62,21.55,11.61,33.16,,,,5,37.20000000000002,,,,,,,
67914,,0,2.88571,litra,g-3,25,0.61,21.21,11.7,32.91,,,,5,36.75,,,,,,,
52134,,0,11469,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68646,,0,11469,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
75123,,0,18314,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
58431,,0,18314,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
78025,,0,1,kg,g-4,0,1,,,,,,,,,,,,,,,
72895,,0,1,kg,g-4,20,1,,,,,,,,,,,,,,,
80091,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
70620,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
62599,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
51035,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
78994,,0,2.87075,litra,g-3,25,0.61,21.1,11.71,32.81,,,,4,29.409999999999982,,,,,,,
69017,11.42,0,,,,,,,,,11.019999999999996,96.5,,,1.6899999999999977,11.02,15.34,,,,,
57816,,0,1,m^2,g-3,1,0.43,0.59,11.89,12.48,,,86350,,,,,1,2.5,,,
63048,,0,1,m^2,g-3,3,0.34,1.4,11.77,13.17,,,75440,,,,,1,2.5,,,
61580,,0,,,,,,,,,,,,,,,,,,,,
69419,,0,0.02352,m^3,g-3,2,0.59,1.63,11.77,13.4,,,23518,,,,,1,7.5,,,
56641,,0,,,,,,,,,,,,,,,,,,,,
55951,,0,0.0308,m^3,g-1,30,1,,,,,,30800,,,,,,,,,
59698,,0,,,,,,,,,,,,,,,,,,,,
80568,,0,15441,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
50976,,0,15441,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55429,,0,18409,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
74004,,0,18409,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
61693,494.1,1,0.1516,kg_kp,g-2,26,1.36,151.6,26.5,178.1,443.59999999999997,89.78,,,,,,,,,,
66948,,0,0.00687,kg_kp,g-3,7,0.71,6.87,11.88,18.75,,,,,,,,,,,,
69131,,0,11953.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
63820,,0,1016.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
61961,,0,14647.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68078,,0,1552.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
73834,,0,0.25081,kg_kp,g-1,30,0.46,250.81,140.85,391.66,,,,,,,,,,,,
53581,,0,14603.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57758,,0,1417.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
78119,,0,14831.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75161,,0,1474.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
60836,1074.6,0,0.04786,kg_kp,g-2,26,0.43,47.86,26.56,74.42,184,17.12,,,,,,,,,,
59157,,0,0.04129,m^3,g-1,30,1,,,,,,41292,,,,,,,,,
63304,,0,,,,,,,,,,,,,,,,,,,,
51235,3008,0,0.02888,kg_kp,g-2,8,0.84,28.88,26.75,55.63,31.5,1.05,,,,,,,,,,
62469,331.1,1,0.161,kg_kp,g-2,26,1.44,161,26.6,187.6,331.1,100,,,,,,,,,,
77623,269,1,0.0957,kg_kp,g-2,26,0.86,95.7,26.5,122.2,268.90000000000003,99.96,,,,,,,,,,
58658,,0,0.5,m^2,g-3,17,0.45,10.58,11.78,22.36,,,,,,,,,,,,
71845,,0,0.5,m^2,g-3,1,0.3,0.42,11.66,12.08,,,55440,,,,,10,1.5,,,
71695,,0,,,,,,,,,,,,,,,,,,,,
62219,,0,,,,,,,,,,,7140,,,,,1,2.5,,,
51785,1480.4,0,0.1992,kg_kp,g-1,30,0.37,199.2,133.02,332.22,254.5,17.19,,,,,,,,,,
60567,,0,0.2693,kg_kp,g-1,30,0.5,269.3,133.08,402.38,,,,,,,,,,,,
57364,21.318,0,21.318,kg,g-3,2,0.51,1.41,11.73,13.14,,,21318,,,,,,,,,
76950,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
65476,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
63669,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
71661,,0,16824,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55818,,0,16824,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
75541,,0,10890,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68197,,0,10890,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
64243,767.1,1,0.1771,kg_kp,g-2,26,1.58,177.1,26.6,203.7,741.6000000000001,96.68,,,,,,,,,,
66750,,0,0.0672,kg,g-3,25,1.94,67.2,11.7,78.9,,,,,,,,,,,,
60312,,0,0.0538,kg,g-3,20,1.94,53.8,11.8,65.6,,,,,,,,,,,,
51179,590.3,1,0.1727,kg_kp,g-2,26,1.54,172.7,26.6,199.3,549.1,93.02,,,,,,,,,,
55902,,0,,,,,,,,,,,,,,,,,,,,
75815,,0,,,,,,,,,,,6820,,,,,1,2.5,,,
69243,,0,,,,,,,,,,,4040,,,,,1,2.5,,,
68577,,0,,,,,,,,,,,6660,,,,,1,2.5,,,
54445,,0,,,,,,,,,,,3820,,,,,1,2.5,,,
77881,,0,,,,,,,,,,,7160,,,,,1,2.5,,,
53343,,0,,,,,,,,,,,5360,,,,,1,2.5,,,
75146,,0,,,,,,,,,,,4200,,,,,1,2.5,,,
73649,222.78,0,0.04927,kg_kp,g-2,19,0.6,49.27,26.56,75.83,49.680000000000064,22.3,,,,,,,,,,
62042,1500,0,0.17783,kg_kp,g-1,30,0.33,177.83,140.37,318.2,399.68999999999994,26.65,,,,,,,,,,
69740,1500,0,0.16814,kg_kp,g-1,30,0.31,168.14,137.44,305.58,438.83000000000004,29.26,,,,,,,,,,
51174,,1,0.272,kg,g-1,30,1.04,561.514,136.986,698.5,,,,,,,,,,,,
58333,,0,0.00706,kg_kp,g-3,8,0.66,7.31,11.65,18.96,7.059999999999995,,,,,,,,,,,
57203,,0,0.01628,kg_kp,g-3,15,0.8,16.56,11.78,28.34,16.28,100,,,,,,,,,,
61248,,0,0.01829,kg_kp,g-3,16,0.83,18.5,11.9,30.4,18.29,,,,,,,,,,,
53465,,0,0.02252,kg_kp,g-3,17,0.97,22.91,11.77,34.68,22.519999999999996,,,,,,,,,,,
64499,,0,0.036,kg_kp,g-2,10,0.85,36.71,26.58,63.29,36.010000000000005,,,,,,,,,,,
50753,,1,0.31648,kg,g-1,30,1.09,588.106,136.394,724.5,,,,,,,,,,,,
71744,,0,0.04126,kg_kp,g-2,10,0.97,41.91,26.58,68.49,41.260000000000005,,,,,,,,,,,
64079,,1,0.271273,kg,g-1,30,1.07,576.683,136.517,713.2,,,,,,,,,,,,
55299,,1,0.29961,kg,g-1,30,1.03,557.34,136.36,693.7,,,,,,,,,,,,
64795,,0,0.0486,kg_kp,g-2,12,0.96,49.34,26.59,75.93,48.66,,,,,,,,,,,
77650,,0,0.04489,kg_kp,g-2,12,0.88,45.51,26.58,72.09,44.89000000000001,,,,,,,,,,,
51532,,0,0.04879,kg_kp,g-2,11,1.05,49.6,26.59,76.19,48.790000000000006,,,,,,,,,,,
67054,,1,0.31538,kg,g-1,30,1.07,576.53,136.47,713,,,,,,,,,,,,
69152,,0,0.04921,kg_kp,g-2,13,0.89,50.04,26.57,76.61,49.21,,,,,,,,,,,
63648,,0,0.0483,kg_kp,g-2,12,0.95,49.05,26.59,75.64,48.29999999999999,,,,,,,,,,,
60829,,1,0.28678,kg,g-1,30,1.09,590.22,136.58,726.8,,,,,,,,,,,,
63109,,0,0.04501,kg_kp,g-2,12,0.88,45.58,26.59,72.17,45.00999999999999,,,,,,,,,,,
52264,,1,0.31275,kg,g-1,30,1.1,592.77,136.83,729.6,,,,,,,,,,,,
52961,,1,0.31539,kg,g-1,30,1.09,587.15,136.65,723.8,,,,,,,,,,,,
57915,,0,0.04522,kg_kp,g-2,12,0.89,46.16,26.58,72.74,45.22,,,,,,,,,,,
80706,,0,0.04722,kg_kp,g-2,12,0.94,48.41,26.57,74.98,47.22,,,,,,,,,,,
56922,,0,0.04682,kg_kp,g-2,12,0.93,47.81,26.58,74.39,46.81999999999999,,,,,,,,,,,
66447,389.5,1,0.2346,kg_kp,g-2,26,2.1,234.6,26.5,261.1,385.3,98.92,,,,,,,,,,
63878,,0,11986.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
59195,,0,1036.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
54219,,0,14438.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
74296,,0,1556.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
66683,,0,16844.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
60549,,0,1665.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
52597,,0,17087.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
62114,,0,1691.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
71898,,0,0.03129,m^3,g-1,30,1,,,,,,27070,,,,,,,,,
61701,,0,,,,,,,,,,,,,,,,,,,,
73417,,0,0.02711,kg,g-1,30,1,,,,,,27110,,,,,,,,,
70678,,0,,,,,,,,,,,,,,,,,,,,
52223,,0,0.0266,m^3,g-1,30,1,,,,,,26.6,,,,,10,1,,,
66495,,0,0.02556,m^3,g-1,30,1,,,,,,25.56,,,,,,,,,
69442,,0,0.02847,kg,g-1,30,1,,,,,,28.47,,,,,,,,,
66744,,0,0.02905,m^3,g-1,30,1,,,,,,29.05,,,,,,,,,
75592,,0,0.02746,m^3,g-1,30,1,,,,,,27.46,,,,,,,,,
66204,,0,0.02571,m^3,g-1,30,1,,,,,,25710,,,,,,,,,
54461,,0,0.02635,m^3,g-1,30,1,,,,,,26350,,,,,,,,,
54162,,0,0.02636,m^3,g-1,30,1,,,,,,26.36,,,,,,,,,
57509,,0,0.02586,m^3,g-1,30,1,,,,,,25.86,,,,,,,,,
75038,,0,,,,,,,,,,,,,,,,,,,,
60618,,0,,,,,,,,,,,,,,,,,,,,
58547,,0,,,,,,,,,,,,,,,,,,,,
60902,,0,,,,,,,,,,,,,,,,,,,,
78671,,0,,,,,,,,,,,,,,,,,,,,
68723,,0,,,,,,,,,,,,,,,,,,,,
57346,,0,,,,,,,,,,,,,,,,,,,,
