pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
65268,,0,2357.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
62498,,0,29648.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
66380,,0,3019.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
63867,1239.7,0,0.7022,kg,g-1,30,1.3,702.2,138,840.2,1179.6999999999998,95.16,,,,,,,,,,
70179,97.1,1,0.0203,kg,g-2,26,0.18,20.3,26.5,46.8,32.80000000000001,33.78,,,,,,,,,,
78645,,0,0.22049,kg,g-1,30,0.41,220.49,135.39,355.88,,,,,,,,,,,,
68013,,0,0.2361,kg,g-1,30,0.44,236.1,135.86,371.96,,,,,,,,,,,,
53968,,0,11424,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77267,,0,11424,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
51525,,0,18480,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68154,,0,18480,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
74601,1232.4,0,0.9025,kg,g-1,30,1.67,902.5,136.3,1038.8,1220.8,99.06,,,,,,,,,,
54066,,0,0.0078,kg,g-2,26,0.07,7.8,26.5,34.3,,,,,,,,,,,,
61131,,0,0.012,kg,g-2,26,0.11,12,26.5,38.5,,,,,,,,,,,,
62471,,0,0.0108,kg,g-2,26,0.1,10.8,26.5,37.3,,,,,,,,,,,,
78952,,0,0.0084,kg,g-2,26,0.08,8.4,26.5,34.9,,,,,,,,,,,,
65266,1360.6,1,0.1904,kg,g-2,26,1.7,190.4,26.6,217,1335,98.12,,,,,,,,,,
70445,475.5,1,0.0669,kg,g-2,26,0.6,66.9,26.6,93.5,305.90000000000003,64.33,,,,,,,,,,
75389,204.2,1,0.0618,kg,g-2,26,0.55,61.8,26.6,88.4,200,97.94,,,,,,,,,,
54372,,0,15624,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
56970,,0,15624,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
71924,,0,18984,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77014,,0,18984,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
57905,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
70035,,0,29045.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
64836,,0,3317.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
64299,,0,30033.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77008,,0,3089.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
80553,,1,0.02625,kg,g-3,25,0.76,26.25,11.6,37.85,,,,,,,,,,,,
60429,,1,0.0277,kg,g-3,25,0.8,27.7,11.77,39.47,,,,,,,,,,,,
71844,286,1,0.0642,kg,g-2,26,0.57,64.2,26.6,90.8,283.70000000000005,99.2,,,,,,,,,,
66277,,0,,,,,,,,,,,,,,,,,,,,
51770,,0,1,m^2,g-3,0,1,0.264,11.8902,12.1544,,,16940,,,,,1,2.5,,,
65211,,0,0.03685,m^3,g-3,3,0.83,3.45,11.8914,15.3412,,,36850,,,,,1,7.5,,,
50395,,0,,,,,,,,,,,,,,,,,,,,
67744,,0,0.07,m^2,g-3,0,1,0.143,11.8782,12.0211,,,5940,,,,,,,,,
75943,,0,0.07,m^2,g-3,0,1,0.08,11.7841,11.8641,,,7360,,,,,,,,,
65064,,0,0.07,m^2,g-3,0,1,0.131,11.9121,12.0435,,,6390,,,,,,,,,
78367,,0,,,,,,,,,,,,,,,,,,,,
79045,,0,2.56366,litra,g-3,25,0.56,19.33,11.7,31.03,,,,4,30.150000000000006,,,,,,,
59205,1859.8,0,0.8942,kg,g-1,30,1.65,894.2,132.9,1027.1,1859.6,99.99,,,,,,,,,,
80219,,0,2.57368,litra,g-3,25,0.56,19.56,11.73,31.29,,,,4,30.36,,,,,,,
72995,,0,2.8057,litra,g-3,25,0.63,21.66,11.72,33.38,,,,4,30.890000000000015,,,,,,,
74001,,0,23.68,kg,g-3,2,0.45,1.24,11.76,13,,,23680,,,,,10,3,,,
70461,,0,,,,,,,,,,,,,,,,,,,,
80121,,0,19.42,kg,g-3,1,1.15,1.6,11.66,13.26,,,19420,,,,,10,3,,,
77975,,0,,,,,,,,,,,,,,,,,,,,
68839,1203.2,0,0.9175,kg,g-1,30,1.7,917.5,133.2,1050.7,1172.8999999999999,97.48,,,,,,,,,,
50803,,0,2.45443,litra,g-3,25,0.54,18.85,11.17,30.02,,,,4,30.700000000000003,,,,,,,
72412,,0,2.67467,litra,g-3,25,0.58,20.06,11.63,31.69,,,,4,30,,,,,,,
68729,,0,2.8378,litra,g-3,25,0.61,21.17,11.63,32.8,,,,4,29.840000000000003,,,,,,,
61347,888.2,1,0.1763,kg,g-2,26,1.58,176.3,26.6,202.9,888.1,99.99,,,,,,,,,,
50301,206.9,1,0.0723,kg,g-2,26,0.65,72.3,26.6,98.9,206.59999999999997,99.86,,,,,,,,,,
79059,940.7,0,0.9239,kg,g-1,30,1.71,923.9,133,1056.9,939.9,99.91,,,,,,,,,,
71609,,1,0.00353,kg,g-3,12,0.21,3.53,7.02,10.55,,,,,,,,,,,,
70786,,1,0.00366,kg,g-3,12,0.22,3.66,7.57,11.23,,,,,,,,,,,,
58235,,1,0.00352,kg,g-2,12,0.07,3.52,7.7,11.22,,,,,,,,,,,,
59614,,1,0.00369,kg,g-3,12,0.22,3.69,7.68,11.37,,,,,,,,,,,,
73350,,1,0.0092,kg,g-3,25,0.27,9.2,11.15,20.35,,,,,,,,,,,,
76453,,0,2.60162,litra,g-3,25,0.56,19.33,11.63,30.96,,,,4,29.72,,,,,,,
50769,226.1,1,0.0755,kg,g-2,26,0.68,75.5,26.5,102,223.09999999999997,98.67,,,,,,,,,,
69908,,0,2.6449,litra,g-3,25,0.56,19.44,11.72,31.16,,,,4,29.390000000000015,,,,,,,
68471,1411,0,0.8342,kg,g-1,30,1.54,834.2,132.5,966.7,1352.2,95.83,,,,,,,,,,
51883,591.6,1,0.1928,kg,g-2,26,1.72,192.8,26.6,219.4,591.5999999999999,100,,,,,,,,,,
65569,103.7,1,0.0575,kg,g-2,26,0.51,57.5,26.6,84.1,103.09999999999997,99.42,,,,,,,,,,
61009,136.9,1,0.0522,kg,g-2,26,0.47,52.2,26.6,78.8,135.99999999999994,99.34,,,,,,,,,,
57860,177.5,1,0.0668,kg,g-2,26,0.6,66.8,26.6,93.4,176.40000000000003,99.38,,,,,,,,,,
56494,450.2,1,0.1936,kg,g-2,26,1.73,193.6,26.6,220.2,450.20000000000005,100,,,,,,,,,,
59045,109.5,1,0.0647,kg,g-2,26,0.58,64.7,26.6,91.3,108.30000000000001,98.9,,,,,,,,,,
75477,81.8,1,0.0423,kg,g-2,26,0.38,42.3,26.5,68.8,80.39999999999998,98.29,,,,,,,,,,
58255,370.4,1,0.1935,kg,g-2,26,1.73,193.5,26.6,220.1,370.19999999999993,99.95,,,,,,,,,,
76172,1316.07,0,0.23213,kg,g-1,30,0.43,232.13,132.89,365.02,429.3699999999999,32.63,,,,,,,,,,
63959,,0,0.5,m^2,g-3,17,0.68,15.97,11.76,27.73,,,,,,,,,,,,
72038,,0,0.5,m^2,g-3,1,0.39,0.54,11.77,12.31,,,29140,,,,,10,1.5,,,
56681,,0,,,,,,,,,,,,,,,,,,,,
78941,,0,,,,,,,,,,,3080,,,,,1,2.5,,,
53227,,0,24083.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55001,,0,2178.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
65000,,0,29559.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
79607,,0,2987.6,m^3,g-7,0,1,,,,,,,,,,,,,,,
58489,,0,11135,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73981,,0,11135,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
52303,,0,17853,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51096,,0,17853,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
79304,1576.4,0,1.59012,kg_tp,g-2,7,0.59,17.86,26.61,44.47,348.5,22.11,,,17.669999999999987,348.1,5.08,,,,,
70395,,0,0.95,litra,g-3,6,0.39,3.25,11.74,14.99,,,963.17,,3.269999999999982,44.32,7.38,,,,,
63812,1666.4,0,1.68279,kg_tp,g-2,9,0.53,20.46,26.5,46.96,437.6,26.26,,,20.22,437.14,4.63,,,,,
58046,1596.6,0,1.59558,kg_tp,g-2,8,0.4,13.9,26.61,40.51,343.5,21.51,,,13.889999999999986,343.03,4.05,,,,,
79421,1564.31,0,1.57828,kg_tp,g-2,7,0.6,18.04,26.5,44.54,424.71000000000004,27.15,,,17.830000000000013,423.83,4.21,,,,,
50207,1497.38,0,1.50517,kg_tp,g-2,8,0.53,18.28,26.52,44.8,386.98,25.84,,,18.189999999999998,387.06,4.7,,,,,
54940,1392.29,0,1.40301,kg_tp,g-2,8,0.49,16.89,26.5,43.39,380.99,27.36,,,16.769999999999982,381,4.4,,,,,
73850,1731.26,0,1.74646,kg_tp,g-2,9,0.5,19.51,26.61,46.12,418.65999999999985,24.18,,,19.329999999999984,418.61,4.62,,,,,
71173,,0,1,m^2,g-3,0,1,0.638,11.6518,12.2897,,,33480,,,,,1,2.5,,,
55339,,0,,,,,,,,,,,,,,,,,,,,
75540,,0,1,m^2,g-3,0,1,0.368,11.7807,12.1486,,,21640,,,,,1,2.5,,,
69682,,0,0.07,m^2,g-3,0,1,0.117,11.776,11.893,,,10200,,,,,,,,,
71649,,0,0.07,m^2,g-3,0,1,0.114,11.6592,11.7735,,,9010,,,,,,,,,
68453,667.7,1,0.114,kg,g-2,26,1.02,114,26.5,140.5,615.0000000000001,92.11,,,,,,,,,,
77278,302.5,1,0.0917,kg,g-2,26,0.82,91.7,26.6,118.3,297,98.18,,,,,,,,,,
69664,350.1,1,0.115,kg,g-2,26,1.03,115,26.6,141.6,347.79999999999995,99.34,,,,,,,,,,
66340,626,1,0.1103,kg,g-2,26,0.99,110.3,26.6,136.9,553.8,88.47,,,,,,,,,,
72954,342.1,1,0.104,kg,g-2,26,0.93,104,26.6,130.6,341.00000000000006,99.68,,,,,,,,,,
54012,291.1,1,0.11,kg,g-2,26,0.98,110,26.6,136.6,290,99.62,,,,,,,,,,
62754,313.1,1,0.1075,kg,g-2,26,0.96,107.5,26.6,134.1,257,82.08,,,,,,,,,,
70964,271.9,1,0.1047,kg,g-2,26,0.94,104.7,26.6,131.3,269.4,99.08,,,,,,,,,,
55006,302.1,1,0.1108,kg,g-2,26,0.99,110.8,26.6,137.4,301.2,99.7,,,,,,,,,,
61305,,0,28225.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75689,,0,3238.5,m^3,g-7,0,1,,,,,,,,,,,,,,,
52525,,0,29540.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77728,,0,3102.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
58290,,0,0.2138,kg,g-1,30,0.4,213.8,137.99,351.79,,,,,,,,,,,,
69566,,0,0.21105,kg,g-1,30,0.39,211.05,135.81,346.86,,,,,,,,,,,,
61456,220.6,1,0.0823,kg,g-2,26,0.74,82.3,26.6,108.9,216.2,98.01,,,,,,,,,,
79157,434.7,1,0.0798,kg,g-2,26,0.71,79.8,26.6,106.4,375.9,86.47,,,,,,,,,,
69530,580.6,1,0.1286,kg,g-2,26,1.15,128.6,26.6,155.2,446.40000000000003,76.89,,,,,,,,,,
59932,596.3,1,0.142,kg,g-2,26,1.27,142,27,169,424.09999999999997,71.12,,,,,,,,,,
71843,,0,,,,,,,,,,,,,,,,,,,,
67883,,0,,,,,,,,,,,,,,,,,,,,
73888,,0,,,,,,,,,,,,,,,,,,,,
54385,,0,,,,,,,,,,,1680,,,,,1,2.5,,,
61699,185.4,1,0.0704,kg,g-2,26,0.63,70.4,26.5,96.9,179.8,96.98,,,,,,,,,,
64404,,0,,,,,,,,,,,1540,,,,,1,2.5,,,
56439,,0,,,,,,,,,,,2180,,,,,1,2.5,,,
69807,,0,,,,,,,,,,,2560,,,,,1,2.5,,,
68113,,0,,,,,,,,,,,1780,,,,,1,2.5,,,
50408,,0,,,,,,,,,,,2040,,,,,1,2.5,,,
59213,,0,0.07,m^2,g-3,0,1,0.21,11.88,12.09,,,,,,,,,,,,
63994,,0,0.07,m^2,g-3,0,1,0.11,11.89,12,,,,,,,,,,,,
61730,,0,0.07,m^2,g-3,0,1,0.07,11.78,11.85,,,,,,,,,,,,
66429,,0,0.07,m^2,g-3,0,1,0.21,11.77,11.98,,,,,,,,,,,,
66401,,0,0.07,m^2,g-3,0,1,0.16,11.77,11.93,,,,,,,,,,,,
52023,,0,0.07,m^2,g-3,0,1,0.04,11.78,11.82,,,,,,,,,,,,
72506,,0,0.07,m^2,g-3,0,1,0.13,11.88,12.01,,,,,,,,,,,,
63930,,0,17.54,kg,g-3,2,0.75,2.08,11.76,13.84,,,17540,,,,,10,3,,,
52239,,0,,,,,,,,,,,,,,,,,,,,
50296,,0,15451,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75309,,0,15451,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
71797,,0,18618,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
59349,,0,18618,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
62143,1293.7,0,0.8201,kg,g-1,30,1.52,820.1,136.9,957,1247,96.39,,,,,,,,,,
79553,,0,2.86351,litra,g-3,25,0.58,19.93,11.06,30.99,,,,4,27.849999999999994,,,,,,,
57521,612.25,0,0.09537,kg,g-2,26,0.85,95.37,26.51,121.88,171.94999999999982,28.08,,,,,,,,,,
67144,622.61,0,0.09583,kg,g-2,26,0.86,95.83,26.51,122.34,192.54999999999995,30.93,,,,,,,,,,
51640,460.06,0,0.08522,kg,g-2,25,0.79,85.22,26.49,111.71,88.68000000000006,19.28,,,,,,,,,,
68373,,0,0.03731,kg_kp,g-2,26,1.16,129.24,26.92,156.16,,,,,,,,,,,,
75294,18.67,0,,,,,,,,,5.3899999999999935,28.87,,,,,,,,,,
60123,883.7,0,0.02888,kg_kp,g-2,16,0.42,28.88,26,54.88,32.5,3.68,,,,,,,,,,
76980,262.7,1,0.1069,kg,g-2,26,0.96,106.9,26.6,133.5,262.40000000000003,99.89,,,,,,,,,,
76756,436.6,1,0.1924,kg,g-2,26,1.72,192.4,26.6,219,436.50000000000006,99.98,,,,,,,,,,
80299,,0,24109.3,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73828,,0,2055.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
78188,,0,29544.8,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57989,,0,3081.3,m^3,g-7,0,1,,,,,,,,,,,,,,,
66804,1423.7,0,0.9446,kg,g-1,30,1.75,944.6,140.6,1085.2,1422.2,99.89,,,,,,,,,,
79357,578.3,1,0.2756,kg,g-2,26,2.46,275.6,26.6,302.2,544.5,94.16,,,,,,,,,,
54232,473.2,1,0.1486,kg,g-2,26,1.33,148.6,26.6,175.2,457.8,96.75,,,,,,,,,,
75199,767.7,1,0.3241,kg,g-2,26,2.9,324.1,26.6,350.7,762.9999999999999,99.39,,,,,,,,,,
71301,129.5,1,0.051,kg,g-2,26,0.46,51,26.6,77.6,128.8,99.46,,,,,,,,,,
80518,579.2,1,0.1654,kg,g-2,26,1.48,165.4,26.6,192,579.1,99.98,,,,,,,,,,
77531,,0,0.0308,m^3,g-1,30,1,,,,,,30800,,,,,,,,,
65285,,0,,,,,,,,,,,,,,,,,,,,
69652,,0,0.03103,m^3,g-1,30,1,,,,,,31030,,,,,,,,,
54522,,0,,,,,,,,,,,,,,,,,,,,
71848,,0,0.02932,m^3,g-1,30,1,,,,,,29320,,,,,,,,,
61197,,0,,,,,,,,,,,,,,,,,,,,
70962,,0,0.03067,m^3,g-1,30,1,,,,,,30670,,,,,,,,,
59763,,0,,,,,,,,,,,,,,,,,,,,
66724,,0,0.02971,m^3,g-1,30,1,,,,,,29710,,,,,,,,,
73709,,0,,,,,,,,,,,,,,,,,,,,
56825,,0,0.03063,m^3,g-1,30,1,,,,,,30630,,,,,,,,,
74577,,0,,,,,,,,,,,,,,,,,,,,
60257,,0,0.05248,kg_kp,g-2,26,0.47,52.48,26.98,79.46,60,,,,,,,,,,,
58177,,0,0.05592,kg_kp,g-2,26,0.5,55.92,26.97,82.89,93.13,,,,,,,,,,,
60142,,0,0.04141,kg_kp,g-2,22,0.44,41.41,26.96,68.37,51.60000000000002,,,,,,,,,,,
76154,,0,0.04471,kg_kp,g-2,21,0.5,44.71,26.97,71.68,44.670000000000016,,,,,,,,,,,
58195,,0,0.06994,kg_kp,g-2,26,0.63,69.94,26.98,96.92,103.64999999999998,,,,,,,,,,,
73928,,0,0.01707,kg_kp,g-3,22,0.56,17.07,11.49,28.56,16.049999999999983,,,,,,,,,,,
52905,,0,11424,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
54138,,0,11424,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
62067,,0,18480,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
66961,,0,18480,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
68026,1249.1,0,0.9047,kg,g-1,30,1.67,904.7,133.1,1037.8,1228,98.31,,,,,,,,,,
70472,,0,0.22694,kg,g-1,30,0.42,226.94,137.41,364.35,,,,,,,,,,,,
72522,,0,0.22855,kg,g-1,30,0.42,228.55,137.23,365.78,,,,,,,,,,,,
53479,1237.92,0,0.29851,kg_tp,g-2,26,0.68,76.36,26.51,102.87,316.6199999999999,25.58,,,,,,,,,,
67867,1361.9,0,0.9322,kg,g-1,30,1.72,932.2,136.9,1069.1,1360.4,99.89,,,,,,,,,,
67358,1134.6,0,0.9082,kg,g-1,30,1.68,908.2,136.3,1044.5,1125.6,99.21,,,,,,,,,,
52594,350.2,1,0.1038,kg,g-2,26,0.93,103.8,26.6,130.4,274.9,78.5,,,,,,,,,,
72300,274.6,1,0.1142,kg,g-2,26,1.02,114.2,26.6,140.8,274.6,100,,,,,,,,,,
61430,307.5,1,0.1242,kg,g-2,26,1.11,124.2,26.5,150.7,307.49999999999994,100,,,,,,,,,,
70864,253,1,0.0946,kg,g-2,26,0.85,94.6,26.5,121.1,253,100,,,,,,,,,,
58522,234.3,1,0.0896,kg,g-2,26,0.8,89.6,26.5,116.1,234.29999999999995,100,,,,,,,,,,
60855,345.6,1,0.1075,kg,g-2,26,0.96,107.5,26.6,134.1,277.40000000000003,80.27,,,,,,,,,,
78516,371.2,1,0.1023,kg,g-2,26,0.91,102.3,26.6,128.9,299,80.55,,,,,,,,,,
59392,599.7,1,0.1688,kg,g-2,26,1.51,168.8,26.5,195.3,599.6999999999999,100,,,,,,,,,,
56737,207.6,1,0.0796,kg,g-2,26,0.71,79.6,26.6,106.2,207.49999999999994,99.95,,,,,,,,,,
55721,729.4,1,0.1879,kg,g-2,26,1.68,187.9,26.6,214.5,729.3,99.99,,,,,,,,,,
58294,229.5,1,0.0768,kg,g-2,26,0.69,76.8,26.5,103.3,229.29999999999995,99.91,,,,,,,,,,
74226,,0,0.02038,kg_kp,g-2,11,0.43,20.38,26.42,46.8,,,,,,,,,,,,
54144,,0,0.030448,m^3,g-1,30,1,,,,,,30448,,,,,,,,,
54436,,0,0.02983,m^3,g-1,30,1,,,,,,29830,,,,,,,,,
65627,,0,0.03038,m^3,g-1,30,1,,,,,,30380,,,,,,,,,
55765,,0,,,,,,,,,,,,,,,,,,,,
62448,,0,0.0302,m^3,g-1,30,1,,,,,,30200,,,,,,,,,
64105,,0,,,,,,,,,,,,,,,,,,,,
52549,,0,0.03027,m^3,g-1,30,1,,,,,,30270,,,,,,,,,
51110,,0,,,,,,,,,,,,,,,,,,,,
78754,,0,15456,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
67535,,0,15456,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
51325,,0,18425,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
65639,,0,18425,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
62907,,0,0.02294,kg_kp,g-2,9,0.59,22.94,26.95,49.89,25.850000000000023,,,,,,,,,,,
67310,,0,0.01979,kg_kp,g-3,21,0.68,19.79,11.48,31.27,25.24000000000001,,,,,,,,,,,
67259,,0,0.01899,kg_kp,g-3,25,0.55,18.99,11.86,30.85,25.310000000000002,,,,,,,,,,,
53640,,0,0.01364,kg_kp,g-3,13,0.76,13.64,11.77,25.41,14.090000000000003,,,,,,,,,,,
77818,,0,0.03865,kg_kp,g-2,17,0.53,38.65,26.93,65.58,38.28999999999999,,,,,,,,,,,
55397,,0,1,m^2,g-3,0,1,0.197,11.78,11.9766,,,32700,,,,,1,2.5,,,
54833,,0,,,,,,,,,,,,,,,,,,,,
52131,,0,28704.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
62349,,0,3281.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
74286,,0,30094.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73140,,0,3202.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
57977,297.3,1,0.0936,kg,g-2,26,0.84,93.6,26.6,120.2,262.70000000000005,88.36,,,,,,,,,,
57505,381.5,1,0.1182,kg,g-2,26,1.06,118.2,26.6,144.8,354.70000000000005,92.98,,,,,,,,,,
63605,346.6,1,0.0981,kg,g-2,26,0.88,98.1,26.6,124.7,302.99999999999994,87.42,,,,,,,,,,
64622,231,1,0.0828,kg,g-2,26,0.74,82.8,26.6,109.4,202.20000000000005,87.53,,,,,,,,,,
51755,303.2,1,0.0912,kg,g-2,26,0.82,91.2,26.6,117.8,276.1,91.06,,,,,,,,,,
76374,239.8,1,0.0899,kg,g-2,26,0.8,89.9,26.6,116.5,221.50000000000006,92.37,,,,,,,,,,
73273,,0,2.70028,litra,g-3,25,0.56,19.55,11.73,31.28,,,,4,28.950000000000017,,,,,,,
72003,,0,2.87419,litra,g-3,25,0.64,22.16,11.74,33.9,,,,4,30.849999999999994,,,,,,,
59357,493.1,1,0.1631,kg,g-2,26,1.46,163.1,26.6,189.7,492.70000000000005,99.92,,,,,,,,,,
61529,136.5,1,0.0785,kg,g-2,26,0.7,78.5,26.6,105.1,135.7,99.41,,,,,,,,,,
79395,252.8,1,0.1021,kg,g-2,26,0.91,102.1,26.6,128.7,252.29999999999995,99.8,,,,,,,,,,
70513,629.2,1,0.1922,kg,g-2,26,1.72,192.2,26.6,218.8,629.0999999999999,99.98,,,,,,,,,,
64134,523.4,1,0.1099,kg,g-2,26,0.98,109.9,26.6,136.5,521.3000000000001,99.6,,,,,,,,,,
59232,490.8,1,0.1787,kg,g-2,26,1.6,178.7,26.6,205.3,490.6,99.96,,,,,,,,,,
53642,1637.7,1,0.1947,kg,g-2,26,1.74,194.7,26.6,221.3,1288.3000000000002,78.67,,,,,,,,,,
64767,,0,2.77321,litra,g-3,25,0.6,20.91,11.17,32.08,,,,4,30.140000000000015,,,,,,,
52186,,0,3.02372,litra,g-3,25,0.66,22.95,11.81,34.76,,,,4,30.349999999999994,,,,,,,
78124,1616.6,0,0.8962,kg,g-1,30,1.66,896.2,136.4,1032.6,1571.8000000000002,97.23,,,,,,,,,,
51819,,0,0.22962,kg,g-1,30,0.42,229.62,132.65,362.27,,,,,,,,,,,,
56574,,0,0.23771,kg,g-1,30,0.44,237.71,132.97,370.68,,,,,,,,,,,,
77534,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
75712,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
65139,1332.9,0,0.8467,kg,g-1,30,1.57,846.7,136.1,982.8,1325,99.41,,,,,,,,,,
79422,417.8,1,0.1019,kg,g-2,26,0.91,101.9,26.6,128.5,417.20000000000005,99.86,,,,,,,,,,
59567,131.3,1,0.0413,kg,g-2,26,0.37,41.3,26.6,67.9,129.79999999999995,98.86,,,,,,,,,,
70897,248.05,1,0.03092,kg,g-3,26,0.86,30.92,11.86,42.78,40.83,16.46,,,,,,,,,,
64151,215.75,1,0.07385,kg,g-2,26,0.66,73.85,26.61,100.46,88.53,41.03,,,,,,,,,,
58211,472.15,1,0.14661,kg,g-2,26,1.31,146.61,26.61,173.22,334.26,70.8,,,,,,,,,,
79271,228.53,1,0.08487,kg,g-2,26,0.76,84.87,26.61,111.48,224,98.02,,,,,,,,,,
79628,65.52,1,0.03396,kg,g-3,26,0.94,33.96,11.84,45.8,65.36,99.76,,,,,,,,,,
79615,295.44,1,0.04527,kg,g-3,26,1.26,45.27,11.84,57.11,93.12,31.52,,,,,,,,,,
78468,,0,12096,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
72825,,0,12096,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
78429,,0,18480,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
62430,,0,18480,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
57417,,0,26220.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
80590,,0,2020.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
57845,,0,14419.7,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
58986,,0,1628.5,m^3,g-7,0,1,,,,,,,,,,,,,,,
71240,,0,29017.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
67648,,0,2935.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
74594,,0,15094.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
58706,,0,1615.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
50358,,0,20.92,kg,g-3,3,0.31,1.29,11.66,12.95,,,20920,,,,,10,3,,,
50312,378.2,1,0.1191,kg,g-2,26,1.07,119.1,26.6,145.7,378.1,99.97,,,,,,,,,,
63035,176.7,1,0.0509,kg,g-2,26,0.46,50.9,26.6,77.5,176.39999999999998,99.83,,,,,,,,,,
52609,776.8,1,0.1849,kg,g-2,26,1.65,184.9,26.5,211.4,776.6000000000001,99.97,,,,,,,,,,
54794,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
65884,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
54007,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
52901,,0,0.5,m^2,g-3,26,0.14,5,11.67,16.67,,,,,,,,,,,,
52471,,0,0.5,m^2,g-3,1,0.19,0.26,11.66,11.92,,,20240,,,,,10,1.5,,,
53696,,0,,,,,,,,,,,,,,,,,,,,
61107,,0,,,,,,,,,,,1920,,,,,1,2.5,,,
56452,,0,1.58,litra,g-3,20,1,,,,,,,,,,,,,,,
52535,,0,2.98131,litra,g-3,25,0.64,22.33,11.83,34.16,,,,5,37.43000000000001,,,,,,,
55624,,0,2.8604,litra,g-3,25,0.62,21.31,11.7,33.01,,,,4,29.80000000000001,,,,,,,
70488,1073.9,0,0.7991,kg,g-1,30,1.48,799.1,132.5,931.6,1072.5,99.87,,,,,,,,,,
77706,,0,2.80769,litra,g-3,25,0.61,21.17,11.62,32.79,,,,5,37.72,,,,,,,
58075,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
63387,,0,3.09753,litra,g-3,25,0.65,22.55,11.85,34.4,,,,5,36.39,,,,,,,
69705,175.4,1,0.0834,kg,g-2,26,0.75,83.4,26.6,110,174.49999999999994,99.49,,,,,,,,,,
77622,572.2,1,0.1884,kg,g-2,26,1.68,188.4,26.5,214.9,572,99.97,,,,,,,,,,
67613,,0,1,m^2,g-3,0,1,0.486,11.781,12.2668,,,24120,,,,,1,2.5,,,
